MATCHUP,GAME_ID,SEASON,GAME_DATE,HOME_TEAM_NICKNAME,HOME_TEAM_ID,AWAY_TEAM_NICKNAME,AWAY_TEAM_ID
03/05/2023 Spurs at Rockets,0022200967,2022-23,2023-03-05, Rockets,1610612745, Spurs,1610612759
03/04/2023 Rockets at Spurs,0022200959,2022-23,2023-03-04, Spurs,1610612759, Rockets,1610612745
03/01/2023 Grizzlies at Rockets,0022200938,2022-23,2023-03-01, Rockets,1610612745, Grizzlies,1610612763
02/26/2023 Rockets at Trail Blazers,0022200917,2022-23,2023-02-26, Trail Blazers,1610612757, Rockets,1610612745
02/15/2023 Rockets at Thunder,0022200880,2022-23,2023-02-15, Thunder,1610612760, Rockets,1610612745
02/13/2023 Rockets at 76ers,0022200860,2022-23,2023-02-13, 76ers,1610612755, Rockets,1610612745
02/10/2023 Rockets at Heat,0022200840,2022-23,2023-02-10, Heat,1610612748, Rockets,1610612745
02/08/2023 Kings at Rockets,0022200827,2022-23,2023-02-08, Rockets,1610612745, Kings,1610612758
02/06/2023 Kings at Rockets,0022200812,2022-23,2023-02-06, Rockets,1610612745, Kings,1610612758
02/04/2023 Rockets at Thunder,0022200799,2022-23,2023-02-04, Thunder,1610612760, Rockets,1610612745
02/03/2023 Raptors at Rockets,0022200789,2022-23,2023-02-03, Rockets,1610612745, Raptors,1610612761
02/01/2023 Thunder at Rockets,0022200773,2022-23,2023-02-01, Rockets,1610612745, Thunder,1610612760
01/28/2023 Rockets at Pistons,0022200743,2022-23,2023-01-28, Pistons,1610612765, Rockets,1610612745
01/25/2023 Wizards at Rockets,0022200722,2022-23,2023-01-25, Rockets,1610612745, Wizards,1610612764
01/23/2023 Timberwolves at Rockets,0022200709,2022-23,2023-01-23, Rockets,1610612745, Timberwolves,1610612750
01/21/2023 Rockets at Timberwolves,0022200696,2022-23,2023-01-21, Timberwolves,1610612750, Rockets,1610612745
01/18/2023 Hornets at Rockets,0022200671,2022-23,2023-01-18, Rockets,1610612745, Hornets,1610612766
01/16/2023 Rockets at Lakers,0022200664,2022-23,2023-01-16, Lakers,1610612747, Rockets,1610612745
01/15/2023 Rockets at Clippers,0022200649,2022-23,2023-01-15, Clippers,1610612746, Rockets,1610612745
01/13/2023 Rockets at Kings,0022200640,2022-23,2023-01-13, Kings,1610612758, Rockets,1610612745
01/11/2023 Rockets at Kings,0022200625,2022-23,2023-01-11, Kings,1610612758, Rockets,1610612745
01/08/2023 Timberwolves at Rockets,0022200601,2022-23,2023-01-08, Rockets,1610612745, Timberwolves,1610612750
01/05/2023 Jazz at Rockets,0022200578,2022-23,2023-01-05, Rockets,1610612745, Jazz,1610612762
12/31/2022 Knicks at Rockets,0022200541,2022-23,2022-12-31, Rockets,1610612745, Knicks,1610612752
12/21/2022 Magic at Rockets,0022200472,2022-23,2022-12-21, Rockets,1610612745, Magic,1610612753
12/19/2022 Spurs at Rockets,0022200455,2022-23,2022-12-19, Rockets,1610612745, Spurs,1610612759
12/17/2022 Trail Blazers at Rockets,0022200441,2022-23,2022-12-17, Rockets,1610612745, Trail Blazers,1610612757
12/15/2022 Heat at Rockets,0022200424,2022-23,2022-12-15, Rockets,1610612745, Heat,1610612748
12/13/2022 Suns at Rockets,0022200411,2022-23,2022-12-13, Rockets,1610612745, Suns,1610612756
12/11/2022 Bucks at Rockets,0022200401,2022-23,2022-12-11, Rockets,1610612745, Bucks,1610612749
12/08/2022 Rockets at Spurs,0022200375,2022-23,2022-12-08, Spurs,1610612759, Rockets,1610612745
12/05/2022 76ers at Rockets,0022200356,2022-23,2022-12-05, Rockets,1610612745, 76ers,1610612755
12/02/2022 Rockets at Suns,0022200334,2022-23,2022-12-02, Suns,1610612756, Rockets,1610612745
11/26/2022 Thunder at Rockets,0022200287,2022-23,2022-11-26, Rockets,1610612745, Thunder,1610612760
11/18/2022 Pacers at Rockets,0022200228,2022-23,2022-11-18, Rockets,1610612745, Pacers,1610612754
11/14/2022 Clippers at Rockets,0022200203,2022-23,2022-11-14, Rockets,1610612745, Clippers,1610612746
11/09/2022 Rockets at Raptors,0022200165,2022-23,2022-11-09, Raptors,1610612761, Rockets,1610612745
11/07/2022 Rockets at Magic,0022200145,2022-23,2022-11-07, Magic,1610612753, Rockets,1610612745
11/05/2022 Rockets at Timberwolves,0022200137,2022-23,2022-11-05, Timberwolves,1610612750, Rockets,1610612745
11/02/2022 Clippers at Rockets,0022200112,2022-23,2022-11-02, Rockets,1610612745, Clippers,1610612746
10/31/2022 Rockets at Clippers,0022200102,2022-23,2022-10-31, Clippers,1610612746, Rockets,1610612745
10/30/2022 Rockets at Suns,0022200094,2022-23,2022-10-30, Suns,1610612756, Rockets,1610612745
10/28/2022 Rockets at Trail Blazers,0022200080,2022-23,2022-10-28, Trail Blazers,1610612757, Rockets,1610612745
10/26/2022 Rockets at Jazz,0022200063,2022-23,2022-10-26, Jazz,1610612762, Rockets,1610612745
10/24/2022 Jazz at Rockets,0022200048,2022-23,2022-10-24, Rockets,1610612745, Jazz,1610612762
10/22/2022 Rockets at Bucks,0022200033,2022-23,2022-10-22, Bucks,1610612749, Rockets,1610612745
10/21/2022 Grizzlies at Rockets,0022200024,2022-23,2022-10-21, Rockets,1610612745, Grizzlies,1610612763
04/09/2023 Clippers at Suns,0022201229,2022-23,2023-04-09, Suns,1610612756, Clippers,1610612746
04/08/2023 Trail Blazers at Clippers,0022201215,2022-23,2023-04-08, Clippers,1610612746, Trail Blazers,1610612757
04/05/2023 Lakers at Clippers,0022201196,2022-23,2023-04-05, Clippers,1610612746, Lakers,1610612747
03/31/2023 Clippers at Grizzlies,0022201156,2022-23,2023-03-31, Grizzlies,1610612763, Clippers,1610612746
03/29/2023 Clippers at Grizzlies,0022201141,2022-23,2023-03-29, Grizzlies,1610612763, Clippers,1610612746
03/23/2023 Thunder at Clippers,0022201096,2022-23,2023-03-23, Clippers,1610612746, Thunder,1610612760
03/21/2023 Thunder at Clippers,0022201082,2022-23,2023-03-21, Clippers,1610612746, Thunder,1610612760
03/19/2023 Clippers at Trail Blazers,0022201069,2022-23,2023-03-19, Trail Blazers,1610612757, Clippers,1610612746
03/18/2023 Magic at Clippers,0022201056,2022-23,2023-03-18, Clippers,1610612746, Magic,1610612753
03/11/2023 Knicks at Clippers,0022201004,2022-23,2023-03-11, Clippers,1610612746, Knicks,1610612752
03/08/2023 Raptors at Clippers,0022200991,2022-23,2023-03-08, Clippers,1610612746, Raptors,1610612761
03/05/2023 Grizzlies at Clippers,0022200970,2022-23,2023-03-05, Clippers,1610612746, Grizzlies,1610612763
03/03/2023 Clippers at Kings,0022200954,2022-23,2023-03-03, Kings,1610612758, Clippers,1610612746
02/28/2023 Timberwolves at Clippers,0022200932,2022-23,2023-02-28, Clippers,1610612746, Timberwolves,1610612750
02/24/2023 Kings at Clippers,0022200902,2022-23,2023-02-24, Clippers,1610612746, Kings,1610612758
02/16/2023 Clippers at Suns,0022200885,2022-23,2023-02-16, Suns,1610612756, Clippers,1610612746
02/10/2023 Bucks at Clippers,0022200845,2022-23,2023-02-10, Clippers,1610612746, Bucks,1610612749
02/06/2023 Clippers at Nets,0022200810,2022-23,2023-02-06, Nets,1610612751, Clippers,1610612746
02/04/2023 Clippers at Knicks,0022200795,2022-23,2023-02-04, Knicks,1610612752, Clippers,1610612746
02/02/2023 Clippers at Bucks,0022200784,2022-23,2023-02-02, Bucks,1610612749, Clippers,1610612746
01/26/2023 Spurs at Clippers,0022200735,2022-23,2023-01-26, Clippers,1610612746, Spurs,1610612759
01/24/2023 Clippers at Lakers,0022200719,2022-23,2023-01-24, Lakers,1610612747, Clippers,1610612746
01/20/2023 Clippers at Spurs,0022200687,2022-23,2023-01-20, Spurs,1610612759, Clippers,1610612746
01/18/2023 Clippers at Jazz,0022200675,2022-23,2023-01-18, Jazz,1610612762, Clippers,1610612746
01/17/2023 76ers at Clippers,0022200668,2022-23,2023-01-17, Clippers,1610612746, 76ers,1610612755
01/06/2023 Clippers at Timberwolves,0022200587,2022-23,2023-01-06, Timberwolves,1610612750, Clippers,1610612746
01/02/2023 Heat at Clippers,0022200560,2022-23,2023-01-02, Clippers,1610612746, Heat,1610612748
12/31/2022 Clippers at Pacers,0022200538,2022-23,2022-12-31, Pacers,1610612754, Clippers,1610612746
12/27/2022 Clippers at Raptors,0022200509,2022-23,2022-12-27, Raptors,1610612761, Clippers,1610612746
12/26/2022 Clippers at Pistons,0022200499,2022-23,2022-12-26, Pistons,1610612765, Clippers,1610612746
12/23/2022 Clippers at 76ers,0022200480,2022-23,2022-12-23, 76ers,1610612755, Clippers,1610612746
12/21/2022 Hornets at Clippers,0022200476,2022-23,2022-12-21, Clippers,1610612746, Hornets,1610612766
12/17/2022 Wizards at Clippers,0022200438,2022-23,2022-12-17, Clippers,1610612746, Wizards,1610612764
12/15/2022 Suns at Clippers,0022200427,2022-23,2022-12-15, Clippers,1610612746, Suns,1610612756
12/14/2022 Timberwolves at Clippers,0022200423,2022-23,2022-12-14, Clippers,1610612746, Timberwolves,1610612750
12/10/2022 Clippers at Wizards,0022200389,2022-23,2022-12-10, Wizards,1610612764, Clippers,1610612746
12/08/2022 Clippers at Heat,0022200374,2022-23,2022-12-08, Heat,1610612748, Clippers,1610612746
12/07/2022 Clippers at Magic,0022200363,2022-23,2022-12-07, Magic,1610612753, Clippers,1610612746
12/05/2022 Clippers at Hornets,0022200352,2022-23,2022-12-05, Hornets,1610612766, Clippers,1610612746
12/03/2022 Kings at Clippers,0022200338,2022-23,2022-12-03, Clippers,1610612746, Kings,1610612758
11/30/2022 Clippers at Jazz,0022200322,2022-23,2022-11-30, Jazz,1610612762, Clippers,1610612746
11/29/2022 Clippers at Trail Blazers,0022200311,2022-23,2022-11-29, Trail Blazers,1610612757, Clippers,1610612746
11/27/2022 Pacers at Clippers,0022200292,2022-23,2022-11-27, Clippers,1610612746, Pacers,1610612754
11/21/2022 Jazz at Clippers,0022200255,2022-23,2022-11-21, Clippers,1610612746, Jazz,1610612762
11/19/2022 Spurs at Clippers,0022200239,2022-23,2022-11-19, Clippers,1610612746, Spurs,1610612759
11/17/2022 Pistons at Clippers,0022200223,2022-23,2022-11-17, Clippers,1610612746, Pistons,1610612765
11/12/2022 Nets at Clippers,0022200184,2022-23,2022-11-12, Clippers,1610612746, Nets,1610612751
11/09/2022 Lakers at Clippers,0022200170,2022-23,2022-11-09, Clippers,1610612746, Lakers,1610612747
11/06/2022 Jazz at Clippers,0022200143,2022-23,2022-11-06, Clippers,1610612746, Jazz,1610612762
11/04/2022 Clippers at Spurs,0022200126,2022-23,2022-11-04, Spurs,1610612759, Clippers,1610612746
10/27/2022 Clippers at Thunder,0022200067,2022-23,2022-10-27, Thunder,1610612760, Clippers,1610612746
10/25/2022 Clippers at Thunder,0022200054,2022-23,2022-10-25, Thunder,1610612760, Clippers,1610612746
10/23/2022 Suns at Clippers,0022200043,2022-23,2022-10-23, Clippers,1610612746, Suns,1610612756
10/22/2022 Clippers at Kings,0022200036,2022-23,2022-10-22, Kings,1610612758, Clippers,1610612746
10/20/2022 Clippers at Lakers,0022200016,2022-23,2022-10-20, Lakers,1610612747, Clippers,1610612746
04/09/2023 Jazz at Lakers,0022201228,2022-23,2023-04-09, Lakers,1610612747, Jazz,1610612762
04/07/2023 Suns at Lakers,0022201212,2022-23,2023-04-07, Lakers,1610612747, Suns,1610612756
04/04/2023 Lakers at Jazz,0022201186,2022-23,2023-04-04, Jazz,1610612762, Lakers,1610612747
03/31/2023 Lakers at Timberwolves,0022201157,2022-23,2023-03-31, Timberwolves,1610612750, Lakers,1610612747
03/24/2023 Thunder at Lakers,0022201106,2022-23,2023-03-24, Lakers,1610612747, Thunder,1610612760
03/22/2023 Suns at Lakers,0022201092,2022-23,2023-03-22, Lakers,1610612747, Suns,1610612756
03/19/2023 Magic at Lakers,0022201070,2022-23,2023-03-19, Lakers,1610612747, Magic,1610612753
03/12/2023 Knicks at Lakers,0022201019,2022-23,2023-03-12, Lakers,1610612747, Knicks,1610612752
03/10/2023 Raptors at Lakers,0022201003,2022-23,2023-03-10, Lakers,1610612747, Raptors,1610612761
03/07/2023 Grizzlies at Lakers,0022200984,2022-23,2023-03-07, Lakers,1610612747, Grizzlies,1610612763
03/03/2023 Timberwolves at Lakers,0022200955,2022-23,2023-03-03, Lakers,1610612747, Timberwolves,1610612750
03/01/2023 Lakers at Thunder,0022200940,2022-23,2023-03-01, Thunder,1610612760, Lakers,1610612747
02/28/2023 Lakers at Grizzlies,0022200927,2022-23,2023-02-28, Grizzlies,1610612763, Lakers,1610612747
02/13/2023 Lakers at Trail Blazers,0022200867,2022-23,2023-02-13, Trail Blazers,1610612757, Lakers,1610612747
02/09/2023 Bucks at Lakers,0022200834,2022-23,2023-02-09, Lakers,1610612747, Bucks,1610612749
02/07/2023 Thunder at Lakers,0022200821,2022-23,2023-02-07, Lakers,1610612747, Thunder,1610612760
02/02/2023 Lakers at Pacers,0022200778,2022-23,2023-02-02, Pacers,1610612754, Lakers,1610612747
01/31/2023 Lakers at Knicks,0022200765,2022-23,2023-01-31, Knicks,1610612752, Lakers,1610612747
01/30/2023 Lakers at Nets,0022200757,2022-23,2023-01-30, Nets,1610612751, Lakers,1610612747
01/25/2023 Spurs at Lakers,0022200729,2022-23,2023-01-25, Lakers,1610612747, Spurs,1610612759
01/22/2023 Lakers at Trail Blazers,0022200705,2022-23,2023-01-22, Trail Blazers,1610612757, Lakers,1610612747
01/20/2023 Grizzlies at Lakers,0022200690,2022-23,2023-01-20, Lakers,1610612747, Grizzlies,1610612763
01/18/2023 Kings at Lakers,0022200677,2022-23,2023-01-18, Lakers,1610612747, Kings,1610612758
01/15/2023 76ers at Lakers,0022200655,2022-23,2023-01-15, Lakers,1610612747, 76ers,1610612755
01/07/2023 Lakers at Kings,0022200595,2022-23,2023-01-07, Kings,1610612758, Lakers,1610612747
01/04/2023 Heat at Lakers,0022200574,2022-23,2023-01-04, Lakers,1610612747, Heat,1610612748
01/02/2023 Lakers at Hornets,0022200551,2022-23,2023-01-02, Hornets,1610612766, Lakers,1610612747
12/28/2022 Lakers at Heat,0022200518,2022-23,2022-12-28, Heat,1610612748, Lakers,1610612747
12/27/2022 Lakers at Magic,0022200505,2022-23,2022-12-27, Magic,1610612753, Lakers,1610612747
12/23/2022 Hornets at Lakers,0022200492,2022-23,2022-12-23, Lakers,1610612747, Hornets,1610612766
12/21/2022 Lakers at Kings,0022200475,2022-23,2022-12-21, Kings,1610612758, Lakers,1610612747
12/19/2022 Lakers at Suns,0022200459,2022-23,2022-12-19, Suns,1610612756, Lakers,1610612747
12/18/2022 Wizards at Lakers,0022200451,2022-23,2022-12-18, Lakers,1610612747, Wizards,1610612764
12/11/2022 Lakers at Pistons,0022200396,2022-23,2022-12-11, Pistons,1610612765, Lakers,1610612747
12/09/2022 Lakers at 76ers,0022200382,2022-23,2022-12-09, 76ers,1610612755, Lakers,1610612747
12/07/2022 Lakers at Raptors,0022200366,2022-23,2022-12-07, Raptors,1610612761, Lakers,1610612747
12/04/2022 Lakers at Wizards,0022200349,2022-23,2022-12-04, Wizards,1610612764, Lakers,1610612747
12/02/2022 Lakers at Bucks,0022200331,2022-23,2022-12-02, Bucks,1610612749, Lakers,1610612747
11/30/2022 Trail Blazers at Lakers,0022200324,2022-23,2022-11-30, Lakers,1610612747, Trail Blazers,1610612757
11/28/2022 Pacers at Lakers,0022200308,2022-23,2022-11-28, Lakers,1610612747, Pacers,1610612754
11/26/2022 Lakers at Spurs,0022200288,2022-23,2022-11-26, Spurs,1610612759, Lakers,1610612747
11/25/2022 Lakers at Spurs,0022200282,2022-23,2022-11-25, Spurs,1610612759, Lakers,1610612747
11/22/2022 Lakers at Suns,0022200259,2022-23,2022-11-22, Suns,1610612756, Lakers,1610612747
11/20/2022 Spurs at Lakers,0022200247,2022-23,2022-11-20, Lakers,1610612747, Spurs,1610612759
11/18/2022 Pistons at Lakers,0022200234,2022-23,2022-11-18, Lakers,1610612747, Pistons,1610612765
11/13/2022 Nets at Lakers,0022200198,2022-23,2022-11-13, Lakers,1610612747, Nets,1610612751
11/11/2022 Kings at Lakers,0022200183,2022-23,2022-11-11, Lakers,1610612747, Kings,1610612758
11/07/2022 Lakers at Jazz,0022200157,2022-23,2022-11-07, Jazz,1610612762, Lakers,1610612747
11/04/2022 Jazz at Lakers,0022200131,2022-23,2022-11-04, Lakers,1610612747, Jazz,1610612762
10/28/2022 Lakers at Timberwolves,0022200076,2022-23,2022-10-28, Timberwolves,1610612750, Lakers,1610612747
10/23/2022 Trail Blazers at Lakers,0022200037,2022-23,2022-10-23, Lakers,1610612747, Trail Blazers,1610612757
04/09/2023 Magic at Heat,0022201219,2022-23,2023-04-09, Heat,1610612748, Magic,1610612753
04/07/2023 Heat at Wizards,0022201204,2022-23,2023-04-07, Wizards,1610612764, Heat,1610612748
04/06/2023 Heat at 76ers,0022201198,2022-23,2023-04-06, 76ers,1610612755, Heat,1610612748
04/04/2023 Heat at Pistons,0022201177,2022-23,2023-04-04, Pistons,1610612765, Heat,1610612748
03/29/2023 Heat at Knicks,0022201138,2022-23,2023-03-29, Knicks,1610612752, Heat,1610612748
03/28/2023 Heat at Raptors,0022201132,2022-23,2023-03-28, Raptors,1610612761, Heat,1610612748
03/25/2023 Nets at Heat,0022201108,2022-23,2023-03-25, Heat,1610612748, Nets,1610612751
03/22/2023 Knicks at Heat,0022201084,2022-23,2023-03-22, Heat,1610612748, Knicks,1610612752
03/19/2023 Heat at Pistons,0022201066,2022-23,2023-03-19, Pistons,1610612765, Heat,1610612748
03/15/2023 Grizzlies at Heat,0022201036,2022-23,2023-03-15, Heat,1610612748, Grizzlies,1610612763
03/13/2023 Jazz at Heat,0022201022,2022-23,2023-03-13, Heat,1610612748, Jazz,1610612762
03/11/2023 Heat at Magic,0022201007,2022-23,2023-03-11, Magic,1610612753, Heat,1610612748
03/03/2023 Knicks at Heat,0022200949,2022-23,2023-03-03, Heat,1610612748, Knicks,1610612752
03/01/2023 76ers at Heat,0022200936,2022-23,2023-03-01, Heat,1610612748, 76ers,1610612755
02/27/2023 Heat at 76ers,0022200920,2022-23,2023-02-27, 76ers,1610612755, Heat,1610612748
02/25/2023 Heat at Hornets,0022200904,2022-23,2023-02-25, Hornets,1610612766, Heat,1610612748
02/24/2023 Heat at Bucks,0022200897,2022-23,2023-02-24, Bucks,1610612749, Heat,1610612748
02/15/2023 Heat at Nets,0022200878,2022-23,2023-02-15, Nets,1610612751, Heat,1610612748
02/11/2023 Heat at Magic,0022200848,2022-23,2023-02-11, Magic,1610612753, Heat,1610612748
02/08/2023 Pacers at Heat,0022200825,2022-23,2023-02-08, Heat,1610612748, Pacers,1610612754
02/04/2023 Heat at Bucks,0022200797,2022-23,2023-02-04, Bucks,1610612749, Heat,1610612748
02/02/2023 Heat at Knicks,0022200780,2022-23,2023-02-02, Knicks,1610612752, Heat,1610612748
01/29/2023 Heat at Hornets,0022200752,2022-23,2023-01-29, Hornets,1610612766, Heat,1610612748
01/27/2023 Magic at Heat,0022200738,2022-23,2023-01-27, Heat,1610612748, Magic,1610612753
01/14/2023 Bucks at Heat,0022200641,2022-23,2023-01-14, Heat,1610612748, Bucks,1610612749
01/12/2023 Bucks at Heat,0022200628,2022-23,2023-01-12, Heat,1610612748, Bucks,1610612749
01/10/2023 Thunder at Heat,0022200611,2022-23,2023-01-10, Heat,1610612748, Thunder,1610612760
01/08/2023 Nets at Heat,0022200599,2022-23,2023-01-08, Heat,1610612748, Nets,1610612751
01/06/2023 Heat at Suns,0022200589,2022-23,2023-01-06, Suns,1610612756, Heat,1610612748
12/31/2022 Heat at Jazz,0022200546,2022-23,2022-12-31, Jazz,1610612762, Heat,1610612748
12/26/2022 Timberwolves at Heat,0022200500,2022-23,2022-12-26, Heat,1610612748, Timberwolves,1610612750
12/23/2022 Pacers at Heat,0022200486,2022-23,2022-12-23, Heat,1610612748, Pacers,1610612754
12/17/2022 Heat at Spurs,0022200439,2022-23,2022-12-17, Spurs,1610612759, Heat,1610612748
12/14/2022 Heat at Thunder,0022200419,2022-23,2022-12-14, Thunder,1610612760, Heat,1610612748
12/12/2022 Heat at Pacers,0022200402,2022-23,2022-12-12, Pacers,1610612754, Heat,1610612748
12/10/2022 Spurs at Heat,0022200387,2022-23,2022-12-10, Heat,1610612748, Spurs,1610612759
12/06/2022 Pistons at Heat,0022200361,2022-23,2022-12-06, Heat,1610612748, Pistons,1610612765
12/05/2022 Heat at Grizzlies,0022200357,2022-23,2022-12-05, Grizzlies,1610612763, Heat,1610612748
11/25/2022 Wizards at Heat,0022200277,2022-23,2022-11-25, Heat,1610612748, Wizards,1610612764
11/23/2022 Wizards at Heat,0022200265,2022-23,2022-11-23, Heat,1610612748, Wizards,1610612764
11/21/2022 Heat at Timberwolves,0022200252,2022-23,2022-11-21, Timberwolves,1610612750, Heat,1610612748
11/18/2022 Heat at Wizards,0022200224,2022-23,2022-11-18, Wizards,1610612764, Heat,1610612748
11/16/2022 Heat at Raptors,0022200215,2022-23,2022-11-16, Raptors,1610612761, Heat,1610612748
11/14/2022 Suns at Heat,0022200202,2022-23,2022-11-14, Heat,1610612748, Suns,1610612756
11/12/2022 Hornets at Heat,0022200189,2022-23,2022-11-12, Heat,1610612748, Hornets,1610612766
11/10/2022 Hornets at Heat,0022200174,2022-23,2022-11-10, Heat,1610612748, Hornets,1610612766
11/07/2022 Trail Blazers at Heat,0022200150,2022-23,2022-11-07, Heat,1610612748, Trail Blazers,1610612757
11/04/2022 Heat at Pacers,0022200121,2022-23,2022-11-04, Pacers,1610612754, Heat,1610612748
11/02/2022 Kings at Heat,0022200109,2022-23,2022-11-02, Heat,1610612748, Kings,1610612758
10/29/2022 Heat at Kings,0022200081,2022-23,2022-10-29, Kings,1610612758, Heat,1610612748
10/26/2022 Heat at Trail Blazers,0022200065,2022-23,2022-10-26, Trail Blazers,1610612757, Heat,1610612748
10/24/2022 Raptors at Heat,0022200045,2022-23,2022-10-24, Heat,1610612748, Raptors,1610612761
10/22/2022 Raptors at Heat,0022200031,2022-23,2022-10-22, Heat,1610612748, Raptors,1610612761
04/09/2023 Bucks at Raptors,0022201221,2022-23,2023-04-09, Raptors,1610612761, Bucks,1610612749
04/07/2023 Grizzlies at Bucks,0022201208,2022-23,2023-04-07, Bucks,1610612749, Grizzlies,1610612763
04/04/2023 Bucks at Wizards,0022201179,2022-23,2023-04-04, Wizards,1610612764, Bucks,1610612749
04/02/2023 76ers at Bucks,0022201174,2022-23,2023-04-02, Bucks,1610612749, 76ers,1610612755
03/29/2023 Bucks at Pacers,0022201136,2022-23,2023-03-29, Pacers,1610612754, Bucks,1610612749
03/27/2023 Bucks at Pistons,0022201122,2022-23,2023-03-27, Pistons,1610612765, Bucks,1610612749
03/24/2023 Bucks at Jazz,0022201102,2022-23,2023-03-24, Jazz,1610612762, Bucks,1610612749
03/22/2023 Spurs at Bucks,0022201089,2022-23,2023-03-22, Bucks,1610612749, Spurs,1610612759
03/19/2023 Raptors at Bucks,0022201068,2022-23,2023-03-19, Bucks,1610612749, Raptors,1610612761
03/16/2023 Pacers at Bucks,0022201045,2022-23,2023-03-16, Bucks,1610612749, Pacers,1610612754
03/14/2023 Bucks at Suns,0022201033,2022-23,2023-03-14, Suns,1610612756, Bucks,1610612749
03/13/2023 Bucks at Kings,0022201026,2022-23,2023-03-13, Kings,1610612758, Bucks,1610612749
03/09/2023 Nets at Bucks,0022200995,2022-23,2023-03-09, Bucks,1610612749, Nets,1610612751
03/07/2023 Bucks at Magic,0022200978,2022-23,2023-03-07, Magic,1610612753, Bucks,1610612749
03/05/2023 Bucks at Wizards,0022200973,2022-23,2023-03-05, Wizards,1610612764, Bucks,1610612749
03/04/2023 76ers at Bucks,0022200960,2022-23,2023-03-04, Bucks,1610612749, 76ers,1610612755
03/01/2023 Magic at Bucks,0022200939,2022-23,2023-03-01, Bucks,1610612749, Magic,1610612753
02/28/2023 Bucks at Nets,0022200924,2022-23,2023-02-28, Nets,1610612751, Bucks,1610612749
02/26/2023 Suns at Bucks,0022200910,2022-23,2023-02-26, Bucks,1610612749, Suns,1610612756
02/06/2023 Bucks at Trail Blazers,0022200815,2022-23,2023-02-06, Trail Blazers,1610612757, Bucks,1610612749
01/31/2023 Hornets at Bucks,0022200767,2022-23,2023-01-31, Bucks,1610612749, Hornets,1610612766
01/27/2023 Bucks at Pacers,0022200736,2022-23,2023-01-27, Pacers,1610612754, Bucks,1610612749
01/23/2023 Bucks at Pistons,0022200706,2022-23,2023-01-23, Pistons,1610612765, Bucks,1610612749
01/17/2023 Raptors at Bucks,0022200665,2022-23,2023-01-17, Bucks,1610612749, Raptors,1610612761
01/16/2023 Pacers at Bucks,0022200657,2022-23,2023-01-16, Bucks,1610612749, Pacers,1610612754
01/09/2023 Bucks at Knicks,0022200607,2022-23,2023-01-09, Knicks,1610612752, Bucks,1610612749
01/06/2023 Hornets at Bucks,0022200583,2022-23,2023-01-06, Bucks,1610612749, Hornets,1610612766
01/04/2023 Bucks at Raptors,0022200569,2022-23,2023-01-04, Raptors,1610612761, Bucks,1610612749
01/03/2023 Wizards at Bucks,0022200561,2022-23,2023-01-03, Bucks,1610612749, Wizards,1610612764
01/01/2023 Wizards at Bucks,0022200548,2022-23,2023-01-01, Bucks,1610612749, Wizards,1610612764
12/30/2022 Timberwolves at Bucks,0022200533,2022-23,2022-12-30, Bucks,1610612749, Timberwolves,1610612750
12/23/2022 Bucks at Nets,0022200483,2022-23,2022-12-23, Nets,1610612751, Bucks,1610612749
12/17/2022 Jazz at Bucks,0022200442,2022-23,2022-12-17, Bucks,1610612749, Jazz,1610612762
12/15/2022 Bucks at Grizzlies,0022200425,2022-23,2022-12-15, Grizzlies,1610612763, Bucks,1610612749
12/07/2022 Kings at Bucks,0022200369,2022-23,2022-12-07, Bucks,1610612749, Kings,1610612758
12/05/2022 Bucks at Magic,0022200353,2022-23,2022-12-05, Magic,1610612753, Bucks,1610612749
12/03/2022 Bucks at Hornets,0022200339,2022-23,2022-12-03, Hornets,1610612766, Bucks,1610612749
11/30/2022 Bucks at Knicks,0022200316,2022-23,2022-11-30, Knicks,1610612752, Bucks,1610612749
11/21/2022 Trail Blazers at Bucks,0022200251,2022-23,2022-11-21, Bucks,1610612749, Trail Blazers,1610612757
11/18/2022 Bucks at 76ers,0022200226,2022-23,2022-11-18, 76ers,1610612755, Bucks,1610612749
11/11/2022 Bucks at Spurs,0022200180,2022-23,2022-11-11, Spurs,1610612759, Bucks,1610612749
11/09/2022 Bucks at Thunder,0022200168,2022-23,2022-11-09, Thunder,1610612760, Bucks,1610612749
11/05/2022 Thunder at Bucks,0022200136,2022-23,2022-11-05, Bucks,1610612749, Thunder,1610612760
11/04/2022 Bucks at Timberwolves,0022200129,2022-23,2022-11-04, Timberwolves,1610612750, Bucks,1610612749
11/02/2022 Pistons at Bucks,0022200113,2022-23,2022-11-02, Bucks,1610612749, Pistons,1610612765
10/31/2022 Pistons at Bucks,0022200100,2022-23,2022-10-31, Bucks,1610612749, Pistons,1610612765
10/28/2022 Knicks at Bucks,0022200075,2022-23,2022-10-28, Bucks,1610612749, Knicks,1610612752
10/26/2022 Nets at Bucks,0022200060,2022-23,2022-10-26, Bucks,1610612749, Nets,1610612751
10/20/2022 Bucks at 76ers,0022200015,2022-23,2022-10-20, 76ers,1610612755, Bucks,1610612749
04/08/2023 Timberwolves at Spurs,0022201214,2022-23,2023-04-08, Spurs,1610612759, Timberwolves,1610612750
04/04/2023 Timberwolves at Nets,0022201180,2022-23,2023-04-04, Nets,1610612751, Timberwolves,1610612750
04/02/2023 Trail Blazers at Timberwolves,0022201166,2022-23,2023-04-02, Timberwolves,1610612750, Trail Blazers,1610612757
