CITY,NICKNAME,TEAM_ID,W,L,W_HOME,L_HOME,W_ROAD,L_ROAD,TEAM_TURNOVERS,TEAM_REBOUNDS,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,STL,TOTAL_TURNOVERS,BLK,PTS,AVG_REB,AVG_PTS,DQ,OFFENSIVE_EFFICIENCY,SCORING_MARGIN,SEASON,GAME_DATE,GAME_ID
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,0,7,1,5,240,0,48,97,0.495,14,34,0.412,12,17,0.706,13,30,50,32,20,7,10,4,122,50.0,122.0,0,0.6349206349206349,-7.0,2022-23,2022-11-07,0022200147
OPPONENTS, Warriors,1610612744,0,1,0,0,0,1,1,7,1,5,240,0,35,71,0.493,12,32,0.375,23,25,0.92,3,26,36,23,25,7,23,1,105,36.0,105.0,0,0.5087719298245614,-9.0,2022-23,2022-11-04,0022200128
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,1,6,1,5,265,0,47,102,0.461,8,25,0.32,15,21,0.714,11,40,57,35,20,10,14,5,117,57.0,117.0,0,0.5857142857142857,-3.0,2022-23,2022-11-02,0022200117
LA,Clippers,1610612746,0,1,0,1,0,0,1,7,1,5,240,0,36,86,0.419,11,39,0.282,8,13,0.615,8,31,46,24,15,3,15,6,91,46.0,91.0,0,0.5128205128205128,-21.0,2022-23,2022-10-30,0022200088
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,1,9,1,5,240,0,38,86,0.442,15,37,0.405,20,22,0.909,9,24,42,25,21,10,14,1,111,42.0,111.0,0,0.5431034482758621,-13.0,2022-23,2022-10-28,0022200079
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,1,10,1,5,240,0,41,82,0.5,12,39,0.308,17,24,0.708,11,26,47,18,16,8,12,5,111,47.0,111.0,0,0.5841584158415841,-2.0,2022-23,2022-10-25,0022200053
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,0,17,1,5,265,0,48,102,0.471,8,27,0.296,17,22,0.773,14,31,62,30,22,8,17,6,121,62.0,121.0,1,0.5777777777777777,-1.0,2022-23,2022-10-23,0022200040
Charlotte,Hornets,1610612766,0,1,0,1,0,0,1,8,1,5,240,0,44,97,0.454,13,34,0.382,11,14,0.786,11,26,45,30,24,9,14,4,112,45.0,112.0,0,0.5692307692307692,-12.0,2022-23,2022-10-21,0022200017
Brooklyn,Nets,1610612751,0,1,0,1,0,0,0,7,1,5,240,0,40,89,0.449,10,33,0.303,18,24,0.75,9,30,46,22,25,10,16,10,108,46.0,108.0,1,0.5254237288135594,-22.0,2022-23,2022-10-19,0022200006
OPPONENTS, Pistons,1610612765,0,1,0,0,0,1,1,6,1,5,240,0,31,85,0.365,9,33,0.273,10,13,0.769,15,44,65,20,16,1,25,3,81,65.0,81.0,1,0.4434782608695652,-22.0,2022-23,2023-04-09,0022201223
Dallas,Mavericks,1610612742,0,1,0,1,0,0,1,4,1,5,240,0,42,93,0.452,18,55,0.327,10,13,0.769,7,36,47,23,15,7,10,3,112,47.0,112.0,0,0.5462184873949579,-3.0,2022-23,2023-04-07,0022201210
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,8,1,5,240,0,36,83,0.434,11,33,0.333,9,11,0.818,5,33,46,28,11,10,15,3,92,46.0,92.0,0,0.5289256198347108,-13.0,2022-23,2023-04-05,0022201193
OPPONENTS, Grizzlies,1610612763,0,1,0,0,0,1,0,6,1,5,240,0,39,84,0.464,19,43,0.442,10,12,0.833,8,39,53,29,22,1,18,3,107,53.0,107.0,0,0.5528455284552846,-21.0,2022-23,2023-04-02,0022201165
Charlotte,Hornets,1610612766,0,1,0,1,0,0,1,9,1,5,240,0,35,77,0.455,14,37,0.378,7,10,0.7,4,32,45,27,21,3,22,5,91,45.0,91.0,0,0.5081967213114754,-30.0,2022-23,2023-03-31,0022201148
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,4,1,5,240,0,45,88,0.511,9,33,0.273,11,13,0.846,6,26,36,31,22,10,14,4,110,36.0,110.0,0,0.5984251968503937,-11.0,2022-23,2023-03-29,0022201140
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,1,7,1,5,240,0,44,82,0.537,9,23,0.391,15,21,0.714,8,26,41,26,11,9,15,3,112,41.0,112.0,0,0.6086956521739131,-12.0,2022-23,2023-03-27,0022201129
Los Angeles,Lakers,1610612747,0,1,0,1,0,0,0,5,1,5,240,0,38,75,0.507,13,36,0.361,19,28,0.679,8,30,43,24,18,5,18,4,108,43.0,108.0,0,0.5688073394495413,-10.0,2022-23,2023-03-26,0022201114
Portland,Trail Blazers,1610612757,0,1,0,1,0,0,2,7,1,5,240,0,37,86,0.43,6,31,0.194,16,18,0.889,8,23,38,23,14,10,14,5,96,38.0,96.0,0,0.5217391304347826,-28.0,2022-23,2023-03-24,0022201104
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,8,1,5,240,0,34,83,0.41,6,25,0.24,17,22,0.773,15,27,50,18,16,7,19,4,91,50.0,91.0,0,0.49523809523809526,-25.0,2022-23,2023-03-22,0022201087
Philadelphia,76ers,1610612755,0,1,0,1,0,0,2,8,1,5,290,0,38,90,0.422,10,36,0.278,19,22,0.864,9,45,62,28,25,8,21,8,105,62.0,105.0,1,0.5076923076923077,-4.0,2022-23,2023-03-20,0022201072
OPPONENTS, Heat,1610612748,0,1,0,0,0,1,1,10,1,5,240,0,35,82,0.427,10,37,0.27,19,24,0.792,14,25,49,23,10,4,14,2,99,49.0,99.0,0,0.5523809523809524,-14.0,2022-23,2023-03-18,0022201060
OPPONENTS, Timberwolves,1610612750,0,1,0,0,0,1,1,7,1,5,290,0,46,100,0.46,18,42,0.429,21,31,0.677,14,36,57,33,24,6,16,8,131,57.0,131.0,1,0.5851851851851851,-8.0,2022-23,2023-03-17,0022201050
Chicago,Bulls,1610612741,0,1,0,1,0,0,1,9,1,5,240,0,38,97,0.392,16,42,0.381,22,25,0.88,13,35,57,28,24,13,15,4,114,57.0,114.0,1,0.5196850393700787,-3.0,2022-23,2023-03-15,0022201037
Houston,Rockets,1610612745,0,1,0,1,0,0,0,10,1,5,240,0,41,85,0.482,16,34,0.471,13,17,0.765,6,27,43,28,19,10,16,3,111,43.0,111.0,0,0.5609756097560976,-8.0,2022-23,2023-03-11,0022201009
Denver,Nuggets,1610612743,0,1,0,1,0,0,0,6,1,5,240,0,37,88,0.42,15,40,0.375,7,15,0.467,11,33,50,26,16,5,11,2,96,50.0,96.0,0,0.5526315789473685,-21.0,2022-23,2023-03-08,0022200989
Chicago,Bulls,1610612741,0,1,0,1,0,0,1,8,1,5,240,0,45,74,0.608,10,22,0.455,22,25,0.88,4,29,41,18,20,6,15,3,122,41.0,122.0,0,0.6116504854368932,-3.0,2022-23,2023-03-05,0022200963
Chicago,Bulls,1610612741,0,1,0,1,0,0,1,10,1,5,240,0,39,83,0.47,7,23,0.304,19,25,0.76,9,25,44,24,15,7,9,1,104,44.0,104.0,0,0.5887850467289719,-21.0,2022-23,2023-03-03,0022200950
Detroit,Pistons,1610612765,0,1,0,1,0,0,1,7,1,5,240,0,39,78,0.5,14,35,0.4,23,28,0.821,7,33,47,23,23,8,17,2,115,47.0,115.0,0,0.5585585585585585,-2.0,2022-23,2023-03-01,0022200934
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,1,9,1,5,240,0,37,71,0.521,10,25,0.4,14,17,0.824,6,29,44,28,18,6,20,7,98,44.0,98.0,0,0.5752212389380531,-6.0,2022-23,2023-02-28,0022200925
OPPONENTS, Wizards,1610612764,0,1,0,0,0,1,0,10,1,5,240,0,32,76,0.421,6,28,0.214,12,23,0.522,12,30,52,22,18,5,16,1,82,52.0,82.0,0,0.5294117647058824,-20.0,2022-23,2023-02-26,0022200912
OPPONENTS, Nets,1610612751,0,1,0,0,0,1,1,10,1,5,240,0,30,81,0.37,12,44,0.273,15,19,0.789,5,26,41,21,25,6,14,3,87,41.0,87.0,0,0.4594594594594595,-44.0,2022-23,2023-02-24,0022200900
Chicago,Bulls,1610612741,0,1,0,1,0,0,1,9,1,5,240,0,37,97,0.381,10,32,0.313,16,21,0.762,15,36,60,19,17,4,6,2,100,60.0,100.0,0,0.5233644859813084,-12.0,2022-23,2023-02-16,0022200883
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,1,6,1,5,240,0,41,84,0.488,15,35,0.429,16,21,0.762,6,32,44,23,21,10,14,6,113,44.0,113.0,0,0.5565217391304348,-4.0,2022-23,2023-02-15,0022200874
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,6,1,5,240,0,35,86,0.407,3,21,0.143,18,19,0.947,10,34,50,17,21,8,16,3,91,50.0,91.0,0,0.47706422018348627,-9.0,2022-23,2023-02-13,0022200863
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,1,9,1,5,240,0,42,91,0.462,5,26,0.192,16,21,0.762,8,38,55,15,16,4,12,2,105,55.0,105.0,0,0.5181818181818182,-11.0,2022-23,2023-02-09,0022200833
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,2,15,1,5,240,0,32,87,0.368,7,35,0.2,18,27,0.667,11,38,64,24,16,9,20,3,89,64.0,89.0,0,0.4666666666666667,-15.0,2022-23,2023-02-07,0022200819
OPPONENTS, Spurs,1610612759,0,1,0,0,0,1,0,4,1,5,240,0,40,90,0.444,8,26,0.308,16,17,0.941,6,32,42,25,23,7,18,3,104,42.0,104.0,0,0.5118110236220472,-24.0,2022-23,2023-02-06,0022200811
OPPONENTS, Trail Blazers,1610612757,0,1,0,0,0,1,0,2,1,5,240,0,44,87,0.506,14,43,0.326,19,21,0.905,7,26,35,22,19,3,9,3,121,35.0,121.0,0,0.5945945945945946,-8.0,2022-23,2023-02-04,0022200796
OPPONENTS, Hornets,1610612766,0,1,0,0,0,1,1,8,1,5,240,0,39,93,0.419,7,35,0.2,13,15,0.867,16,29,53,19,15,6,15,4,98,53.0,98.0,0,0.5225225225225225,-16.0,2022-23,2023-02-02,0022200781
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,8,1,5,240,0,38,77,0.494,12,24,0.5,15,21,0.714,6,45,59,26,19,6,20,6,103,59.0,103.0,0,0.5470085470085471,-5.0,2022-23,2023-01-31,0022200766
Orlando,Magic,1610612753,0,1,0,1,0,0,1,8,1,5,240,0,41,83,0.494,10,28,0.357,17,24,0.708,6,30,44,29,18,5,13,0,109,44.0,109.0,0,0.5882352941176471,-19.0,2022-23,2023-01-28,0022200744
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,7,1,5,240,0,37,91,0.407,4,25,0.16,18,22,0.818,7,36,50,16,20,8,13,2,96,50.0,96.0,0,0.4690265486725664,-15.0,2022-23,2023-01-26,0022200732
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,11,1,5,240,0,43,88,0.489,5,24,0.208,19,25,0.76,11,34,56,19,23,5,16,5,110,56.0,110.0,0,0.5535714285714286,-6.0,2022-23,2023-01-24,0022200713
Detroit,Pistons,1610612765,0,1,0,1,0,0,2,10,1,5,240,0,39,97,0.402,8,34,0.235,22,27,0.815,17,32,59,25,15,7,17,3,108,59.0,108.0,0,0.5245901639344263,-18.0,2022-23,2023-01-19,0022200678
OPPONENTS, Warriors,1610612744,0,1,0,0,0,1,0,10,1,5,240,0,41,83,0.494,21,51,0.412,15,22,0.682,7,33,50,35,22,6,23,4,118,50.0,118.0,1,0.5671641791044776,-14.0,2022-23,2023-01-15,0022200650
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,4,1,5,240,0,38,85,0.447,12,38,0.316,22,24,0.917,10,32,46,30,17,7,16,5,110,46.0,110.0,0,0.5619834710743802,-14.0,2022-23,2023-01-13,0022200636
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,4,1,5,240,0,41,88,0.466,9,29,0.31,6,9,0.667,8,31,43,16,19,7,12,6,97,43.0,97.0,0,0.5277777777777778,-3.0,2022-23,2023-01-11,0022200619
OPPONENTS, Jazz,1610612762,0,1,0,0,0,1,0,10,1,5,240,0,46,93,0.495,12,41,0.293,14,18,0.778,7,32,49,36,24,6,10,2,118,49.0,118.0,0,0.6212121212121212,-8.0,2022-23,2023-01-07,0022200592
Philadelphia,76ers,1610612755,0,1,0,1,0,0,0,9,1,5,240,0,40,92,0.435,18,41,0.439,14,18,0.778,12,26,47,28,15,6,7,3,112,47.0,112.0,0,0.591304347826087,-14.0,2022-23,2023-01-06,0022200581
OPPONENTS, Nets,1610612751,0,1,0,0,0,1,1,6,1,5,240,0,42,91,0.462,12,37,0.324,16,21,0.762,5,29,40,24,22,9,11,7,112,40.0,112.0,0,0.5454545454545454,-9.0,2022-23,2023-01-04,0022200570
OPPONENTS, Pistons,1610612765,0,1,0,0,0,1,2,9,1,5,240,0,41,86,0.477,17,39,0.436,19,24,0.792,13,22,44,28,16,8,16,1,118,44.0,118.0,0,0.5897435897435898,-14.0,2022-23,2022-12-30,0022200532
OPPONENTS, Bucks,1610612749,0,1,0,0,0,1,0,9,1,5,265,0,41,110,0.373,9,44,0.205,22,32,0.688,22,39,70,18,21,7,14,6,113,70.0,113.0,0,0.49166666666666664,-6.0,2022-23,2022-12-28,0022200519
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,8,1,5,240,0,45,92,0.489,13,35,0.371,15,21,0.714,8,27,43,27,19,6,8,2,118,43.0,118.0,0,0.6050420168067226,-15.0,2022-23,2022-12-26,0022200501
New York,Knicks,1610612752,0,1,0,1,0,0,0,12,1,5,240,0,43,86,0.5,16,35,0.457,15,26,0.577,12,35,59,23,17,2,10,4,117,59.0,117.0,0,0.616822429906542,-1.0,2022-23,2022-12-23,0022200485
Miami,Heat,1610612748,0,1,0,1,0,0,0,3,1,5,240,0,38,81,0.469,15,44,0.341,12,17,0.706,9,26,38,26,16,9,13,0,103,38.0,103.0,0,0.5765765765765766,-10.0,2022-23,2022-12-20,0022200462
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,8,1,5,240,0,46,88,0.523,16,38,0.421,18,24,0.75,6,24,38,31,16,6,11,1,126,38.0,126.0,0,0.6209677419354839,-24.0,2022-23,2022-12-18,0022200449
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,6,1,5,240,0,36,77,0.468,12,30,0.4,7,8,0.875,2,37,45,26,25,3,20,2,91,45.0,91.0,0,0.512396694214876,-23.0,2022-23,2022-12-16,0022200434
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,5,1,5,265,0,46,84,0.548,9,28,0.321,19,22,0.864,3,28,36,25,18,6,12,7,120,36.0,120.0,0,0.6016949152542372,-8.0,2022-23,2022-12-14,0022200418
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,5,1,5,240,0,41,90,0.456,11,44,0.25,22,26,0.846,8,29,42,24,17,5,8,4,115,42.0,115.0,0,0.5701754385964912,-29.0,2022-23,2022-12-10,0022200391
OPPONENTS, Wizards,1610612764,0,1,0,0,0,1,0,13,1,5,240,0,41,84,0.488,9,31,0.29,20,29,0.69,6,32,51,22,16,12,18,6,111,51.0,111.0,0,0.5338983050847458,-4.0,2022-23,2022-12-07,0022200367
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,6,1,5,240,0,38,86,0.442,9,25,0.36,16,19,0.842,7,32,45,17,16,9,16,5,101,45.0,101.0,0,0.49107142857142855,-9.0,2022-23,2022-12-04,0022200350
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,6,1,5,240,0,43,93,0.462,9,27,0.333,16,24,0.667,6,38,50,28,28,7,12,1,111,50.0,111.0,0,0.5590551181102362,-8.0,2022-23,2022-12-02,0022200336
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,1,6,1,5,240,0,41,82,0.5,4,25,0.16,27,33,0.818,5,30,41,21,19,5,12,6,113,41.0,113.0,0,0.5636363636363636,-19.0,2022-23,2022-11-30,0022200321
Utah,Jazz,1610612762,0,1,0,1,0,0,0,7,1,5,240,0,41,85,0.482,19,49,0.388,6,15,0.4,9,36,52,30,17,5,14,4,107,52.0,107.0,0,0.5916666666666667,-7.0,2022-23,2022-11-28,0022200306
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,10,1,5,265,0,44,101,0.436,12,33,0.364,19,23,0.826,14,33,57,25,24,5,15,4,119,57.0,119.0,0,0.5433070866141733,-4.0,2022-23,2022-11-25,0022200281
Milwaukee,Bucks,1610612749,0,1,0,1,0,0,1,10,1,5,240,0,41,90,0.456,12,38,0.316,19,25,0.76,11,37,58,24,17,5,20,3,113,58.0,113.0,0,0.5284552845528455,-5.0,2022-23,2022-11-23,0022200267
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,5,1,5,240,0,41,89,0.461,5,21,0.238,20,25,0.8,13,33,51,27,19,6,11,6,107,51.0,107.0,0,0.5964912280701754,-1.0,2022-23,2022-11-18,0022200227
Chicago,Bulls,1610612741,0,1,0,1,0,0,1,7,1,5,240,0,40,81,0.494,6,22,0.273,17,21,0.81,8,28,43,24,19,9,19,4,103,43.0,103.0,0,0.5517241379310345,-23.0,2022-23,2022-11-13,0022200196
OPPONENTS, Raptors,1610612761,0,1,0,0,0,1,1,9,1,5,240,0,36,85,0.424,9,28,0.321,16,22,0.727,5,26,40,24,20,10,15,7,97,40.0,97.0,0,0.5042016806722689,-14.0,2022-23,2022-11-07,0022200151
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,6,1,5,240,0,40,88,0.455,13,36,0.361,11,13,0.846,15,31,52,27,20,5,17,10,104,52.0,104.0,0,0.5726495726495726,-9.0,2022-23,2022-11-06,0022200141
OPPONENTS, Hornets,1610612766,0,1,0,0,0,1,1,8,1,5,240,0,36,92,0.391,7,32,0.219,9,16,0.563,13,34,55,22,14,12,17,12,88,55.0,88.0,0,0.4915254237288136,-18.0,2022-23,2022-11-02,0022200111
Brooklyn,Nets,1610612751,0,1,0,1,0,0,0,7,1,5,240,0,36,74,0.486,12,32,0.375,15,19,0.789,4,34,45,27,20,4,18,7,99,45.0,99.0,0,0.5478260869565217,-9.0,2022-23,2022-11-01,0022200103
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,6,1,5,240,0,36,80,0.45,11,31,0.355,26,29,0.897,9,31,46,22,20,7,18,3,109,46.0,109.0,0,0.5225225225225225,-5.0,2022-23,2022-10-29,0022200084
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,1,9,1,5,240,0,47,99,0.475,9,27,0.333,21,26,0.808,15,27,51,20,19,13,13,3,124,51.0,124.0,0,0.5726495726495726,-5.0,2022-23,2022-10-28,0022200077
OPPONENTS, Pacers,1610612754,0,1,0,0,0,1,4,13,1,5,240,0,37,86,0.43,16,40,0.4,19,24,0.792,6,32,51,31,18,5,20,12,109,51.0,109.0,0,0.5190839694656488,-15.0,2022-23,2022-10-26,0022200061
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,9,1,5,240,0,33,79,0.418,7,27,0.259,27,33,0.818,10,28,47,19,15,8,13,3,100,47.0,100.0,0,0.5148514851485149,-2.0,2022-23,2022-10-21,0022200019
Miami,Heat,1610612748,0,1,0,1,0,0,0,5,1,5,240,0,37,80,0.463,12,28,0.429,22,28,0.786,8,38,51,21,24,6,19,2,108,51.0,108.0,0,0.5178571428571429,-8.0,2022-23,2022-10-19,0022200007
Dallas,Mavericks,1610612742,0,1,0,1,0,0,2,9,1,5,240,0,46,108,0.426,17,53,0.321,8,16,0.5,8,38,55,28,21,4,4,3,117,55.0,117.0,0,0.5606060606060606,-21.0,2022-23,2023-04-09,0022201224
OPPONENTS, Kings,1610612758,0,1,0,0,0,1,0,9,1,5,240,0,46,106,0.434,12,37,0.324,15,19,0.789,22,35,66,31,19,7,9,1,119,66.0,119.0,0,0.6209677419354839,-4.0,2022-23,2023-04-05,0022201195
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,2,1,5,240,0,47,77,0.61,14,34,0.412,14,16,0.875,1,30,33,32,23,3,14,2,122,33.0,122.0,0,0.6475409836065574,-7.0,2022-23,2023-04-01,0022201161
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,7,1,5,240,0,38,83,0.458,18,46,0.391,14,18,0.778,8,32,47,24,22,3,14,3,108,47.0,108.0,0,0.5486725663716814,-8.0,2022-23,2023-03-29,0022201139
Indiana,Pacers,1610612754,0,1,0,1,0,0,1,12,1,5,240,0,39,93,0.419,8,28,0.286,18,23,0.783,14,29,55,20,19,6,14,3,104,55.0,104.0,0,0.5221238938053098,-23.0,2022-23,2023-03-27,0022201123
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,6,1,5,240,0,32,84,0.381,19,49,0.388,21,22,0.955,3,34,43,18,24,8,8,7,104,43.0,104.0,0,0.4672897196261682,-6.0,2022-23,2023-03-26,0022201113
Dallas,Mavericks,1610612742,0,1,0,1,0,0,1,6,1,5,240,0,41,84,0.488,9,36,0.25,18,24,0.75,7,38,51,25,19,3,11,4,109,51.0,109.0,0,0.584070796460177,-8.0,2022-23,2023-03-24,0022201101
Dallas,Mavericks,1610612742,0,1,0,1,0,0,0,14,1,5,240,0,44,89,0.494,17,40,0.425,20,28,0.714,8,23,45,27,17,7,10,2,125,45.0,125.0,0,0.6016949152542372,-2.0,2022-23,2023-03-22,0022201086
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,10,1,5,240,0,39,84,0.464,11,36,0.306,19,20,0.95,8,29,47,22,19,5,12,4,108,47.0,108.0,0,0.5545454545454546,-4.0,2022-23,2023-03-20,0022201075
Los Angeles,Lakers,1610612747,0,1,0,1,0,0,0,12,1,5,240,0,43,84,0.512,5,20,0.25,19,31,0.613,13,29,54,23,18,8,12,3,110,54.0,110.0,0,0.6226415094339622,-1.0,2022-23,2023-03-17,0022201054
San Antonio,Spurs,1610612759,0,1,0,1,0,0,0,11,1,5,265,0,49,107,0.458,15,34,0.441,15,26,0.577,16,31,58,26,30,7,10,4,128,58.0,128.0,1,0.5905511811023622,-9.0,2022-23,2023-03-15,0022201040
Dallas,Mavericks,1610612742,0,1,0,1,0,0,0,6,1,5,240,0,35,90,0.389,12,46,0.261,6,8,0.75,8,33,47,23,16,3,13,3,88,47.0,88.0,0,0.4915254237288136,-16.0,2022-23,2023-03-13,0022201023
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,10,1,5,240,0,39,85,0.459,15,43,0.349,15,23,0.652,10,33,53,25,17,4,11,3,108,53.0,108.0,0,0.5765765765765766,-4.0,2022-23,2023-03-11,0022201010
OPPONENTS, Jazz,1610612762,0,1,0,0,0,1,0,10,1,5,240,0,41,92,0.446,15,44,0.341,19,25,0.76,6,41,57,23,23,10,16,4,116,57.0,116.0,0,0.512,-4.0,2022-23,2023-03-07,0022200983
Dallas,Mavericks,1610612742,0,1,0,1,0,0,0,5,1,5,240,0,38,77,0.494,15,38,0.395,35,38,0.921,5,26,36,15,22,5,10,0,126,36.0,126.0,0,0.5463917525773195,-4.0,2022-23,2023-03-05,0022200962
OPPONENTS, 76ers,1610612755,0,1,0,0,0,1,0,7,1,5,240,0,45,78,0.577,12,27,0.444,24,29,0.828,5,32,44,28,24,9,14,1,126,44.0,126.0,0,0.6347826086956522,-7.0,2022-23,2023-03-02,0022200943
Dallas,Mavericks,1610612742,0,1,0,1,0,0,0,15,1,5,240,0,46,91,0.505,12,37,0.324,18,28,0.643,9,29,53,28,29,5,7,3,122,53.0,122.0,0,0.6324786324786325,-2.0,2022-23,2023-02-28,0022200929
Dallas,Mavericks,1610612742,0,1,0,1,0,0,1,7,1,5,240,0,39,93,0.419,20,49,0.408,10,14,0.714,11,37,55,21,24,5,17,5,108,55.0,108.0,0,0.5,-3.0,2022-23,2023-02-26,0022200913
OPPONENTS, Spurs,1610612759,0,1,0,0,0,1,1,4,1,5,240,0,45,86,0.523,10,25,0.4,16,23,0.696,10,35,49,30,25,4,17,1,116,49.0,116.0,0,0.6097560975609756,-26.0,2022-23,2023-02-23,0022200891
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,8,1,5,240,0,39,84,0.464,14,39,0.359,17,20,0.85,6,25,39,25,13,8,12,3,109,39.0,109.0,0,0.5565217391304348,-9.0,2022-23,2023-02-15,0022200881
Dallas,Mavericks,1610612742,0,1,0,1,0,0,2,10,1,5,240,0,43,84,0.512,13,39,0.333,22,29,0.759,9,24,43,21,21,5,11,1,121,43.0,121.0,0,0.5981308411214953,-3.0,2022-23,2023-02-13,0022200865
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,1,4,1,5,265,0,47,91,0.516,20,51,0.392,14,19,0.737,7,36,47,27,19,4,16,4,128,47.0,128.0,0,0.5826771653543307,-5.0,2022-23,2023-02-11,0022200854
Sacramento,Kings,1610612758,0,1,0,1,0,0,0,3,1,5,240,0,39,72,0.542,9,27,0.333,27,32,0.844,5,33,41,21,19,2,14,4,114,41.0,114.0,1,0.5882352941176471,-8.0,2022-23,2023-02-10,0022200844
LA,Clippers,1610612746,0,1,0,1,0,0,0,9,1,5,240,0,38,86,0.442,12,33,0.364,16,21,0.762,9,31,49,21,18,10,11,4,104,49.0,104.0,0,0.5412844036697247,-6.0,2022-23,2023-02-08,0022200829
Utah,Jazz,1610612762,0,1,0,1,0,0,0,8,1,5,240,0,41,87,0.471,6,31,0.194,23,26,0.885,10,27,45,21,23,4,13,4,111,45.0,111.0,1,0.5585585585585585,-13.0,2022-23,2023-02-06,0022200813
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,11,1,5,240,0,39,85,0.459,14,40,0.35,21,27,0.778,10,29,50,22,18,9,14,1,113,50.0,113.0,0,0.5495495495495496,-6.0,2022-23,2023-02-04,0022200800
OPPONENTS, Pistons,1610612765,0,1,0,0,0,1,0,10,1,5,240,0,36,79,0.456,14,39,0.359,19,27,0.704,9,31,50,18,31,9,14,6,105,50.0,105.0,2,0.5294117647058824,-6.0,2022-23,2023-01-30,0022200761
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,8,1,5,240,0,35,80,0.438,18,46,0.391,12,17,0.706,7,24,39,26,18,7,14,3,100,39.0,100.0,0,0.5398230088495575,-8.0,2022-23,2023-01-28,0022200750
Phoenix,Suns,1610612756,0,1,0,1,0,0,2,7,1,5,240,0,35,86,0.407,13,32,0.406,12,16,0.75,13,37,57,24,21,4,9,6,95,57.0,95.0,0,0.5566037735849056,-4.0,2022-23,2023-01-26,0022200734
Dallas,Mavericks,1610612742,0,1,0,1,0,0,0,4,1,5,240,0,47,89,0.528,10,30,0.333,22,26,0.846,8,30,42,24,25,6,9,2,126,42.0,126.0,0,0.6228070175438597,-1.0,2022-23,2023-01-24,0022200717
Dallas,Mavericks,1610612742,0,1,0,1,0,0,0,10,1,5,240,0,35,80,0.438,13,35,0.371,15,26,0.577,12,26,48,15,21,3,10,3,98,48.0,98.0,0,0.5376344086021505,-14.0,2022-23,2023-01-22,0022200701
OPPONENTS, Heat,1610612748,0,1,0,0,0,1,1,8,1,5,240,0,33,69,0.478,4,20,0.2,20,27,0.741,5,34,47,15,22,3,16,1,90,47.0,90.0,0,0.5052631578947369,-25.0,2022-23,2023-01-20,0022200686
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,10,1,5,240,0,41,89,0.461,14,42,0.333,27,33,0.818,13,26,49,31,29,3,9,2,123,49.0,123.0,0,0.6206896551724138,-17.0,2022-23,2023-01-15,0022200654
